Date,Open,High,Low,Close,Adjusted_close,Volume
2022-05-16,4013.02,4046.46,3983.99,4008.01,4008.01,3824320000
2022-05-17,4052,4090.72,4033.9299,4088.8501,4088.8501,3846580000
2022-05-18,4051.98,4051.98,3911.9099,3923.6799,3923.6799,4428960000
2022-05-19,3899,3945.96,3876.5801,3900.79,3900.79,4212140000
2022-05-20,3927.76,3943.4199,3810.3201,3901.3601,3901.3601,4278520000
2022-05-23,3919.4199,3981.8799,3909.04,3973.75,3973.75,3392770000
2022-05-24,3942.9399,3955.6799,3875.1299,3941.48,3941.48,3901640000
2022-05-25,3929.5901,3999.3301,3925.03,3978.73,3978.73,4322190000
2022-05-26,3984.6001,4075.1399,3984.6001,4057.8401,4057.8401,3961940000
2022-05-27,4077.4299,4158.4902,4077.4299,4158.2402,4158.2402,3560560000
2022-05-31,4151.0898,4168.3398,4104.8799,4132.1499,4132.1499,5192220000
2022-06-01,4149.7798,4166.54,4073.8501,4101.23,4101.23,4145710000
2022-06-02,4095.4099,4177.5098,4074.3701,4176.8198,4176.8198,3604930000
2022-06-03,4137.5698,4142.6699,4098.6699,4108.54,4108.54,3107080000
2022-06-06,4134.7202,4168.7798,4109.1802,4121.4302,4121.4302,3852050000
2022-06-07,4096.4702,4164.8599,4080.1899,4160.6802,4160.6802,3476470000
2022-06-08,4147.1201,4160.1401,4107.2002,4115.77,4115.77,3090180000
2022-06-09,4101.6499,4119.1001,4017.1699,4017.8201,4017.8201,3192330000
2022-06-10,3974.3899,3974.3899,3900.1599,3900.8601,3900.8601,3936120000
2022-06-13,3838.1499,3838.1499,3734.3,3749.6299,3749.6299,4572820000
2022-06-14,3763.52,3778.1799,3705.6799,3735.48,3735.48,4126400000
2022-06-15,3764.05,3837.5601,3722.3,3789.99,3789.99,4474610000
2022-06-16,3728.1799,3728.1799,3639.77,3666.77,3666.77,4511200000
2022-06-17,3665.8999,3707.71,3636.8701,3674.8401,3674.8401,6954110000
2022-06-21,3715.3101,3779.6499,3715.3101,3764.79,3764.79,4124600000
2022-06-22,3733.8899,3801.79,3717.6899,3759.8899,3759.8899,4342270000
2022-06-23,3774.71,3802.5801,3743.52,3795.73,3795.73,4078100000
2022-06-24,3821.75,3913.6499,3821.75,3911.74,3911.74,6742870000
2022-06-27,3920.76,3927.72,3889.6599,3900.1101,3900.1101,3385120000
2022-06-28,3913,3945.8601,3820.1399,3821.55,3821.55,3590980000
2022-06-29,3825.0901,3836.5,3799.02,3818.8301,3818.8301,3458850000
2022-06-30,3785.99,3818.99,3738.6699,3785.3799,3785.3799,4032260000
2022-07-01,3781,3829.8201,3752.1001,3825.3301,3825.3301,3268240000
2022-07-05,3792.6101,3832.1899,3742.0601,3831.3899,3831.3899,4427900000
2022-07-06,3831.98,3870.9099,3809.3701,3845.0801,3845.0801,3613120000
2022-07-07,3858.8501,3910.6299,3858.8501,3902.6201,3902.6201,3337710000
2022-07-08,3888.26,3918.5,3869.3401,3899.3799,3899.3799,2844620000
2022-07-11,3880.9399,3880.9399,3847.22,3854.4299,3854.4299,3023830000
2022-07-12,3851.95,3873.4099,3802.3601,3818.8,3818.8,3138460000
2022-07-13,3779.6699,3829.4399,3759.0701,3801.78,3801.78,3166580000
2022-07-14,3763.99,3796.4099,3721.5601,3790.3799,3790.3799,3447500000
2022-07-15,3818,3863.6201,3817.1799,3863.1599,3863.1599,3537130000
2022-07-18,3883.79,3902.4399,3818.6299,3830.8501,3830.8501,3414470000
2022-07-19,3860.73,3939.8101,3860.73,3936.6899,3936.6899,3160350000
2022-07-20,3935.3201,3974.1299,3922.03,3959.8999,3959.8999,3452150000
2022-07-21,3955.47,3999.29,3927.6399,3998.95,3998.95,3586030000
2022-07-22,3998.4299,4012.4399,3938.8601,3961.6299,3961.6299,3246220000
2022-07-25,3965.72,3975.3,3943.46,3966.8401,3966.8401,2988650000
2022-07-26,3953.22,3953.22,3910.74,3921.05,3921.05,3083420000
2022-07-27,3951.4299,4039.5601,3951.4299,4023.6101,4023.6101,3584170000
2022-07-28,4026.1299,4078.95,3992.97,4072.4299,4072.4299,3882850000
2022-07-29,4087.3301,4140.1499,4079.22,4130.29,4130.29,3817740000
2022-08-01,4112.3799,4144.9502,4096.02,4118.6299,4118.6299,3540960000
2022-08-02,4104.21,4140.4702,4079.8101,4091.1899,4091.1899,3880790000
2022-08-03,4107.96,4167.6602,4107.96,4155.1699,4155.1699,3544410000
2022-08-04,4154.8501,4161.29,4135.4199,4151.9399,4151.9399,3565810000
2022-08-05,4115.8701,4151.5801,4107.3101,4145.1899,4145.1899,3540260000
2022-08-08,4155.9302,4186.6201,4128.9702,4140.0601,4140.0601,3604650000
2022-08-09,4133.1099,4137.2998,4112.0898,4122.4702,4122.4702,3337150000
2022-08-10,4181.02,4211.0298,4177.2598,4210.2402,4210.2402,3998590000
2022-08-11,4227.3999,4257.9102,4201.4102,4207.27,4207.27,3925060000
2022-08-12,4225.02,4280.4702,4219.7798,4280.1499,4280.1499,3252290000
2022-08-15,4269.3701,4301.79,4256.8999,4297.1401,4297.1401,3087740000
2022-08-16,4290.46,4325.2798,4277.77,4305.2002,4305.2002,3792010000
2022-08-17,4280.3999,4302.1802,4253.0801,4274.04,4274.04,3293430000
2022-08-18,4273.1299,4292.5298,4261.98,4283.7402,4283.7402,2871990000
2022-08-19,4266.3101,4266.3101,4218.7002,4228.48,4228.48,3210680000
2022-08-22,4195.0801,4195.0801,4129.8599,4137.9902,4137.9902,3365220000
2022-08-23,4133.0898,4159.77,4124.0298,4128.73,4128.73,3117800000
2022-08-24,4126.5498,4156.5601,4119.9702,4140.77,4140.77,3056910000
2022-08-25,4153.2598,4200.54,4147.5898,4199.1201,4199.1201,2976050000
2022-08-26,4198.7402,4203.04,4057.6599,4057.6599,4057.6599,3175260000
2022-08-29,4034.5801,4062.99,4017.4199,4030.6101,4030.6101,2963020000
2022-08-30,4041.25,4044.98,3965.21,3986.1599,3986.1599,3190580000
2022-08-31,4000.6699,4015.3701,3954.53,3955,3955,3797860000
2022-09-01,3936.73,3970.23,3903.6499,3966.8501,3966.8501,3754570000
2022-09-02,3994.6599,4018.4299,3906.21,3924.26,3924.26,4134920000
2022-09-06,3930.8899,3942.55,3886.75,3908.1899,3908.1899,2209800080
2022-09-07,3909.4299,3987.8899,3906.03,3979.8701,3979.8701,2290057541
2022-09-08,3959.9399,4010.5,3944.8101,4006.1799,4006.1799,3966850000
2022-09-09,4022.9399,4076.8101,4022.9399,4067.3601,4067.3601,3901940000
2022-09-12,4083.6699,4119.2798,4083.6699,4110.4102,4110.4102,3814200000
2022-09-13,4037.1201,4037.1201,3921.28,3932.6899,3932.6899,4224550000
2022-09-14,3940.73,3961.9399,3912.1799,3946.01,3946.01,4293240000
2022-09-15,3932.4099,3959.1399,3888.28,3901.3501,3901.3501,4441830000
2022-09-16,3880.95,3880.95,3837.0801,3873.3301,3873.3301,7954650000
2022-09-19,3849.9099,3900.45,3838.5,3899.8899,3899.8899,3766850000
2022-09-20,3875.23,3876.01,3827.54,3855.9299,3855.9299,4058050000
2022-09-21,3871.3999,3907.0701,3789.49,3789.9299,3789.9299,4078330000
2022-09-22,3782.3601,3790.8999,3749.45,3757.99,3757.99,4284600000
2022-09-23,3727.1399,3727.1399,3647.47,3693.23,3693.23,5144270000
2022-09-26,3682.72,3715.6699,3644.76,3655.04,3655.04,4886140000
2022-09-27,3686.4399,3717.53,3623.29,3647.29,3647.29,4577740000
2022-09-28,3651.9399,3736.74,3640.6101,3719.04,3719.04,4684850000
2022-09-29,3687.01,3687.01,3610.3999,3640.47,3640.47,4681810000
2022-09-30,3633.48,3671.4399,3584.1299,3585.6201,3585.6201,5645360000
2022-10-03,3609.78,3698.3501,3604.9299,3678.4299,3678.4299,4806680000
2022-10-04,3726.46,3791.9199,3726.46,3790.9299,3790.9299,5146580000
2022-10-05,3753.25,3806.9099,3722.6599,3783.28,3783.28,4293180000
2022-10-06,3771.97,3797.9299,3739.22,3744.52,3744.52,4252100000
2022-10-07,3706.74,3706.74,3620.73,3639.6599,3639.6599,4449660000
2022-10-10,3647.51,3652.1699,3588.1001,3612.3899,3612.3899,3834320000
2022-10-11,3595.8601,3640.6599,3568.45,3588.8401,3588.8401,4759030000
2022-10-12,3590.8301,3608.3401,3573.8601,3577.03,3577.03,4006830000
2022-10-13,3520.3701,3685.4099,3491.5801,3669.9099,3669.9099,5021680000
2022-10-14,3690.4099,3712,3579.6799,3583.0701,3583.0701,4243030000
2022-10-17,3638.6499,3689.73,3638.6499,3677.95,3677.95,4352780000
2022-10-18,3746.26,3762.79,3686.53,3719.98,3719.98,4483740000
2022-10-19,3703.1101,3728.5801,3666.51,3695.1599,3695.1599,4223800000
2022-10-20,3689.05,3736,3656.4399,3665.78,3665.78,4496620000
2022-10-21,3657.1001,3757.8899,3647.4199,3752.75,3752.75,5078020000
2022-10-24,3762.01,3810.74,3741.6499,3797.3401,3797.3401,4747930000
2022-10-25,3799.4399,3862.8501,3799.4399,3859.1101,3859.1101,4843120000
2022-10-26,3825.97,3886.1499,3824.0701,3830.6001,3830.6001,4817310000
2022-10-27,3834.6899,3859.95,3803.79,3807.3,3807.3,4687320000
2022-10-28,3808.26,3905.4199,3808.26,3901.0601,3901.0601,4459410000
2022-10-31,3881.8501,3893.73,3863.1799,3871.98,3871.98,4820620000
2022-11-01,3901.79,3911.79,3843.8,3856.1001,3856.1001,4481210000
2022-11-02,3852.8999,3894.4399,3758.6799,3759.6899,3759.6899,4899000000
2022-11-03,3733.25,3750.5901,3698.1499,3719.8899,3719.8899,4625290000
2022-11-04,3766.98,3796.3401,3708.8401,3770.55,3770.55,3025947000
2022-11-07,3780.71,3813.95,3764.7,3806.8,3806.8,4341620000
2022-11-08,3817.02,3859.3999,3786.28,3828.1101,3828.1101,4607640000
2022-11-09,3810.9399,3818.2,3744.22,3748.5701,3748.5701,4645010000
2022-11-10,3859.8899,3958.3301,3859.8899,3956.3701,3956.3701,5781260000
2022-11-11,3963.72,4001.48,3944.8201,3992.9299,3992.9299,5593310000
2022-11-14,3977.97,4008.97,3956.3999,3957.25,3957.25,4561930000
2022-11-15,4006.4099,4028.8401,3953.1699,3991.73,3991.73,5015310000
2022-11-16,3976.8201,3983.0901,3954.3401,3958.79,3958.79,4165320000
2022-11-17,3919.26,3954.3301,3906.54,3946.5601,3946.5601,4051780000
2022-11-18,3966.3899,3979.8899,3935.98,3965.3401,3965.3401,4037360000
2022-11-21,3956.23,3962,3933.3401,3949.9399,3949.9399,3850690000
2022-11-22,3965.51,4005.8799,3956.8799,4003.5801,4003.5801,3887990000
2022-11-23,4000.3,4033.78,3998.6599,4027.26,4027.26,3279720000
2022-11-25,4023.3401,4034.02,4020.76,4026.1201,4026.1201,1706460000
2022-11-28,4005.3601,4012.27,3955.77,3963.9399,3963.9399,3615430000
2022-11-29,3964.1899,3976.77,3937.6499,3957.6299,3957.6299,3546040000
2022-11-30,3957.1799,4080.1101,3938.5801,4080.1101,4080.1101,6579360000
2022-12-01,4087.1399,4100.5098,4050.8701,4076.5701,4076.5701,4527130000
2022-12-02,4040.1699,4080.48,4026.6299,4071.7,4071.7,4012620000
2022-12-05,4052.02,4052.45,3984.49,3998.8401,3998.8401,4280820000
2022-12-06,3996.6299,4001.51,3918.3899,3941.26,3941.26,4368380000
2022-12-07,3933.28,3957.5701,3922.6799,3933.9199,3933.9199,4118050000
2022-12-08,3947.79,3974.1899,3935.8301,3963.51,3963.51,4006900000
2022-12-09,3954.1699,3977.02,3933.04,3934.3799,3934.3799,3888260000
2022-12-12,3939.29,3990.71,3935.3,3990.5601,3990.5601,3904130000
2022-12-13,4069.3799,4100.96,3993.03,4019.6499,4019.6499,5079360000
2022-12-14,4015.54,4053.76,3965.6499,3995.3201,3995.3201,4472340000
2022-12-15,3958.3701,3958.3701,3879.45,3895.75,3895.75,4493900000
2022-12-16,3890.9099,3890.9099,3827.9099,3852.3601,3852.3601,7493660000
2022-12-19,3853.79,3854.8601,3800.04,3817.6599,3817.6599,3969610000
2022-12-20,3810.47,3838.24,3795.6201,3821.6201,3821.6201,3985370000
2022-12-21,3839.49,3889.8201,3839.49,3878.4399,3878.4399,3775200000
2022-12-22,3853.26,3853.26,3764.49,3822.3899,3822.3899,3956950000
2022-12-23,3815.1101,3845.8,3797.01,3844.8201,3844.8201,2819280000
2022-12-27,3843.3401,3846.6499,3813.22,3829.25,3829.25,3030300000
2022-12-28,3829.5601,3848.3201,3780.78,3783.22,3783.22,3083520000
2022-12-29,3805.45,3858.1899,3805.45,3849.28,3849.28,3003680000
2022-12-30,3829.0601,3839.8501,3800.3401,3839.5,3839.5,2979870000
2023-01-03,3853.29,3878.46,3794.3301,3824.1399,3824.1399,3959140000
2023-01-04,3840.3601,3873.1599,3815.77,3852.97,3852.97,4414080000
2023-01-05,3839.74,3839.74,3802.4199,3808.1001,3808.1001,3893450000
2023-01-06,3823.3701,3906.1899,3809.5601,3895.0801,3895.0801,3923560000
2023-01-09,3910.8201,3950.5701,3890.4199,3892.0901,3892.0901,4311770000
2023-01-10,3888.5701,3919.8301,3877.29,3919.25,3919.25,3851030000
2023-01-11,3932.3501,3970.0701,3928.54,3969.6101,3969.6101,4303360000
2023-01-12,3977.5701,3997.76,3937.5601,3983.1699,3983.1699,4440260000
2023-01-13,3960.6001,4003.95,3947.6699,3999.0901,3999.0901,3939700000
2023-01-17,3999.28,4015.3899,3984.5701,3990.97,3990.97,4235560000
2023-01-18,4002.25,4014.1599,3926.5901,3928.8601,3928.8601,4298710000
2023-01-19,3911.8401,3922.9399,3885.54,3898.8501,3898.8501,3991500000
2023-01-20,3909.04,3972.96,3897.8601,3972.6101,3972.6101,4013360000
2023-01-23,3978.1399,4039.3101,3971.6399,4019.8101,4019.8101,3945210000
2023-01-24,4001.74,4023.9199,3989.79,4016.95,4016.95,3320430000
2023-01-25,3982.71,4019.55,3949.0601,4016.22,4016.22,3724020000
2023-01-26,4036.0801,4061.5701,4013.29,4060.4299,4060.4299,3809590000
2023-01-27,4053.72,4094.21,4048.7,4070.5601,4070.5601,3907760000
2023-01-30,4049.27,4063.8501,4015.55,4017.77,4017.77,3802000000
2023-01-31,4020.8501,4077.1599,4020.4399,4076.6001,4076.6001,4679320000
2023-02-01,4070.0701,4148.9502,4037.2,4119.21,4119.21,4856930000
2023-02-02,4158.6802,4195.4399,4141.8799,4179.7598,4179.7598,5624360000
2023-02-03,4136.6899,4182.3599,4123.3599,4136.48,4136.48,4694510000
2023-02-06,4119.5698,4124.6299,4093.3799,4111.0801,4111.0801,4114240000
2023-02-07,4105.3501,4176.54,4088.3899,4164,4164,4355860000
2023-02-08,4153.4702,4156.8501,4111.6699,4117.8599,4117.8599,4029820000
2023-02-09,4144.25,4156.23,4069.6699,4081.5,4081.5,4270200000
2023-02-10,4068.9199,4094.3601,4060.79,4090.46,4090.46,3891520000
2023-02-13,4096.6201,4138.8999,4092.6699,4137.29,4137.29,3448620000
2023-02-14,4126.7002,4159.77,4095.01,4136.1299,4136.1299,3929200000
2023-02-15,4119.5,4148.1099,4103.98,4147.6001,4147.6001,4075980000
2023-02-16,4114.75,4136.54,4089.49,4090.4099,4090.4099,4143660000
2023-02-17,4077.3899,4081.51,4047.95,4079.0901,4079.0901,4045480000
2023-02-21,4052.3501,4052.3501,3995.1899,3997.3401,3997.3401,4121590000
2023-02-22,4001.8301,4017.3701,3976.8999,3991.05,3991.05,4079320000
2023-02-23,4018.6001,4028.3,3969.1899,4012.3201,4012.3201,3952940000
2023-02-24,3973.24,3978.25,3943.0801,3970.04,3970.04,3877700000
2023-02-27,3992.3601,4018.05,3973.55,3982.24,3982.24,3836950000
2023-02-28,3977.1899,3997.5,3968.98,3970.1499,3970.1499,5043400000
2023-03-01,3963.3401,3971.73,3939.05,3951.3899,3951.3899,4249480000
2023-03-02,3938.6799,3990.8401,3928.1599,3981.3501,3981.3501,4244900000
2023-03-03,3998.02,4048.29,3995.1699,4045.6399,4045.6399,4084730000
2023-03-06,4055.1499,4078.49,4044.6101,4048.4199,4048.4199,4000870000
2023-03-07,4048.26,4050,3980.3101,3986.3701,3986.3701,3922500000
2023-03-08,3987.55,4000.4099,3969.76,3992.01,3992.01,3535570000
2023-03-09,3998.6599,4017.8101,3908.7,3918.3201,3918.3201,4445260000
2023-03-10,3912.77,3934.05,3846.3201,3861.5901,3861.5901,5518190000
2023-03-13,3835.1201,3905.05,3808.8601,3855.76,3855.76,6558020000
2023-03-14,3894.01,3937.29,3873.6299,3919.29,3919.29,5665870000
2023-03-15,3876.74,3894.26,3838.24,3891.9299,3891.9299,6594010000
2023-03-16,3878.9299,3964.46,3864.1101,3960.28,3960.28,5695790000
2023-03-17,3958.6899,3958.9099,3901.27,3916.6399,3916.6399,9354280000
2023-03-20,3917.47,3956.6201,3916.8899,3951.5701,3951.5701,5347140000
2023-03-21,3975.8899,4009.0801,3971.1899,4002.8701,4002.8701,4920240000
2023-03-22,4002.04,4039.49,3936.1699,3936.97,3936.97,4533010000
2023-03-23,3959.21,4007.6599,3919.05,3948.72,3948.72,4991600000
2023-03-24,3939.21,3972.74,3909.1599,3970.99,3970.99,4583970000
2023-03-27,3982.9299,4003.8301,3970.49,3977.53,3977.53,4233540000
2023-03-28,3974.1299,3979.2,3951.53,3971.27,3971.27,4014600000
2023-03-29,3999.53,4030.5901,3999.53,4027.8101,4027.8101,4145250000
2023-03-30,4046.74,4057.8501,4032.1001,4050.8301,4050.8301,3930860000
2023-03-31,4056.1799,4110.75,4056.1799,4109.3101,4109.3101,4525120000
2023-04-03,4102.2002,4127.6602,4098.79,4124.5098,4124.5098,4234700000
2023-04-04,4128.0298,4133.1299,4086.8701,4100.6001,4100.6001,4227800000
2023-04-05,4094.5,4099.6899,4072.5601,4090.3799,4090.3799,3968020000
2023-04-06,4081.1499,4107.3198,4069.8401,4105.02,4105.02,3486690000
2023-04-10,4085.2,4109.5,4072.55,4109.1099,4109.1099,3423650000
2023-04-11,4110.29,4124.2598,4102.6099,4108.9399,4108.9399,3665830000
2023-04-12,4121.7202,4134.3701,4086.9399,4091.95,4091.95,3633120000
2023-04-13,4100.04,4150.2598,4099.3999,4146.2202,4146.2202,3596590000
2023-04-14,4140.1099,4163.1899,4113.2002,4137.6401,4137.6401,3575690000
2023-04-17,4137.1699,4151.7202,4123.1802,4151.3198,4151.3198,3611180000
2023-04-18,4164.2598,4169.48,4140.3599,4154.8701,4154.8701,3536640000
2023-04-19,4139.3301,4162.5698,4134.4902,4154.52,4154.52,3572560000
2023-04-20,4130.48,4148.5698,4114.5698,4129.79,4129.79,3772080000
2023-04-21,4132.1401,4138.02,4113.8599,4133.52,4133.52,3611750000
2023-04-24,4132.0698,4142.4102,4117.77,4137.04,4137.04,3290940000
2023-04-25,4126.4302,4126.4302,4071.3799,4071.6299,4071.6299,3978640000
2023-04-26,4087.78,4089.6699,4049.3501,4055.99,4055.99,3837030000
2023-04-27,4075.29,4138.2402,4075.29,4135.3501,4135.3501,3750550000
2023-04-28,4129.6299,4170.0601,4127.1802,4169.48,4169.48,4087800000
2023-05-01,4166.79,4186.9199,4164.1201,4167.8701,4167.8701,3321370000
2023-05-02,4164.1001,4164.1001,4089.72,4119.5801,4119.5801,4486130000
2023-05-03,4122.25,4148.2998,4088.8601,4090.75,4090.75,4246510000
2023-05-04,4082.55,4082.6101,4048.28,4061.22,4061.22,4920090000
2023-05-05,4084.73,4147.02,4084.73,4136.25,4136.25,4186270000
2023-05-08,4136.98,4142.2998,4123.8101,4138.1201,4138.1201,3641640000
2023-05-09,4124.25,4130.3501,4116.6499,4119.1699,4119.1699,3810140000
2023-05-10,4143.7402,4154.2798,4098.9199,4137.6401,4137.6401,4057160000
2023-05-11,4132.2402,4132.7998,4109.29,4130.6201,4130.6201,3752900000
2023-05-12,4138.54,4143.7402,4099.1201,4124.0801,4124.0801,3533740000
